order_id,order_line_id,customer_id,product_id,quantity,list_price,net_price,sales_amount,discount_amount,discount_pct,promo_id,recall_case_id,event_id,event_type,event_layer,order_date,baseline_qty,event_delta
ORD_CUST_A_20240101,OL_000001,CUST_A,P1,10,180.0,177.91,1779.1,20.9,0.02,,,,,0,2024-01-01,10.485424464646332,0.0
ORD_CUST_A_20240101,OL_000002,CUST_A,P10,2,350.0,337.61,675.22,24.78,0.02,,,,,0,2024-01-01,1.9729937184082136,0.0
ORD_CUST_A_20240101,OL_000003,CUST_A,P11,5,410.0,402.2,2011.0,39.0,0.02,,,,,0,2024-01-01,5.328649034000707,0.0
ORD_CUST_A_20240101,OL_000004,CUST_A,P12,6,260.0,257.36,1544.16,15.84,0.02,,,,,0,2024-01-01,6.185113471984471,0.0
ORD_CUST_A_20240101,OL_000005,CUST_A,P13,2,890.0,896.12,1792.24,-12.24,0.02,,,,,0,2024-01-01,1.9692692088047914,0.0
ORD_CUST_A_20240101,OL_000006,CUST_A,P14,4,610.0,597.06,2388.24,51.76,0.02,,,,,0,2024-01-01,3.6008555721318385,0.0
ORD_CUST_A_20240101,OL_000007,CUST_A,P2,9,165.0,160.09,1440.81,44.19,0.02,,,,,0,2024-01-01,9.304580926819218,0.0
ORD_CUST_A_20240101,OL_000008,CUST_A,P3,7,420.0,410.62,2874.34,65.66,0.02,,,,,0,2024-01-01,6.996275648632864,0.0
ORD_CUST_A_20240101,OL_000009,CUST_A,P4,5,210.0,211.97,1059.85,-9.85,0.02,,,,,0,2024-01-01,5.311293024482596,0.0
ORD_CUST_A_20240101,OL_000010,CUST_A,P5,3,980.0,952.11,2856.33,83.67,0.02,,,,,0,2024-01-01,3.4810819054403987,0.0
ORD_CUST_A_20240101,OL_000011,CUST_A,P6,2,760.0,759.33,1518.66,1.34,0.02,,,,,0,2024-01-01,2.168767097955582,0.0
ORD_CUST_A_20240101,OL_000012,CUST_A,P7,2,640.0,639.38,1278.76,1.24,0.02,,,,,0,2024-01-01,1.5019264157581846,0.0
ORD_CUST_A_20240101,OL_000013,CUST_A,P8,5,530.0,520.65,2603.25,46.75,0.02,,,,,0,2024-01-01,5.454690580596131,0.0
ORD_CUST_A_20240101,OL_000014,CUST_A,P9,5,195.0,186.6,933.0,42.0,0.02,,,,,0,2024-01-01,5.116949669622115,0.0
ORD_CUST_B_20240101,OL_000015,CUST_B,P1,10,180.0,175.52,1755.2,44.8,0.02,,,,,0,2024-01-01,10.349769411724788,0.0
ORD_CUST_B_20240101,OL_000016,CUST_B,P11,5,410.0,395.77,1978.85,71.15,0.02,,,,,0,2024-01-01,5.099845417111481,0.0
ORD_CUST_B_20240101,OL_000017,CUST_B,P12,6,260.0,262.44,1574.6399999999999,-14.64,0.02,,,,,0,2024-01-01,5.957755199201485,0.0
ORD_CUST_B_20240101,OL_000018,CUST_B,P13,2,890.0,866.45,1732.9,47.1,0.02,,,,,0,2024-01-01,1.581125521456301,0.0
ORD_CUST_B_20240101,OL_000019,CUST_B,P14,2,610.0,606.92,1213.84,6.16,0.02,,,,,0,2024-01-01,2.3823838854331476,0.0
ORD_CUST_B_20240101,OL_000020,CUST_B,P2,9,165.0,163.32,1469.8799999999999,15.12,0.02,,,,,0,2024-01-01,9.033775519846133,0.0
ORD_CUST_B_20240101,OL_000021,CUST_B,P3,6,420.0,406.74,2440.44,79.56,0.02,,,,,0,2024-01-01,5.981341809877792,0.0
ORD_CUST_B_20240101,OL_000022,CUST_B,P4,4,210.0,206.41,825.64,14.36,0.02,,,,,0,2024-01-01,4.47462398224468,0.0
ORD_CUST_B_20240101,OL_000023,CUST_B,P5,3,980.0,960.36,2881.08,58.92,0.02,,,,,0,2024-01-01,2.6661688537774424,0.0
ORD_CUST_B_20240101,OL_000024,CUST_B,P6,2,760.0,741.54,1483.08,36.92,0.02,,,,,0,2024-01-01,1.7981760397499262,0.0
ORD_CUST_B_20240101,OL_000025,CUST_B,P8,5,530.0,531.12,2655.6,-5.6,0.02,,,,,0,2024-01-01,4.964354727523019,0.0
ORD_CUST_B_20240101,OL_000026,CUST_B,P9,5,195.0,191.95,959.75,15.25,0.02,,,,,0,2024-01-01,4.5955644933184905,0.0
ORD_CUST_C_20240101,OL_000027,CUST_C,P10,2,350.0,342.43,684.86,15.14,0.02,,,,,0,2024-01-01,1.7068393082837507,0.0
ORD_CUST_C_20240101,OL_000028,CUST_C,P14,2,610.0,600.09,1200.18,19.82,0.02,,,,,0,2024-01-01,1.5190845044926289,0.0
ORD_CUST_C_20240101,OL_000029,CUST_C,P2,3,165.0,165.18,495.54,-0.54,0.02,,,,,0,2024-01-01,3.2227868376104705,0.0
ORD_CUST_C_20240101,OL_000030,CUST_C,P3,4,420.0,413.26,1653.04,26.96,0.02,,,,,0,2024-01-01,3.950620915683824,0.0
ORD_CUST_C_20240101,OL_000031,CUST_C,P4,3,210.0,203.72,611.16,18.84,0.02,,,,,0,2024-01-01,2.9101115615101767,0.0
ORD_CUST_C_20240101,OL_000032,CUST_C,P9,3,195.0,192.8,578.4000000000001,6.6,0.02,,,,,0,2024-01-01,3.115383209189873,0.0
ORD_CUST_E_20240101,OL_000033,CUST_E,P1,2,180.0,177.97,355.94,4.06,0.02,,,,,0,2024-01-01,1.7404247815083222,0.0
ORD_CUST_E_20240101,OL_000034,CUST_E,P10,1,350.0,339.65,339.65,10.35,0.02,,,,,0,2024-01-01,0.519863169948525,0.0
ORD_CUST_E_20240101,OL_000035,CUST_E,P14,1,610.0,600.39,600.39,9.61,0.02,,,,,0,2024-01-01,0.8956919107115806,0.0
ORD_CUST_E_20240101,OL_000036,CUST_E,P4,2,210.0,211.97,423.94,-3.94,0.02,,,,,0,2024-01-01,1.635873472159688,0.0
ORD_CUST_E_20240101,OL_000037,CUST_E,P8,1,530.0,530.73,530.73,-0.73,0.02,,,,,0,2024-01-01,1.3069353647967348,0.0
ORD_CUST_A_20240108,OL_000038,CUST_A,P1,10,180.0,180.06,1800.6,-0.6,0.02,,,,,0,2024-01-08,10.32470283243574,0.0
ORD_CUST_A_20240108,OL_000039,CUST_A,P10,2,350.0,349.01,698.02,1.98,0.02,,,,,0,2024-01-08,2.070152861738488,0.0
ORD_CUST_A_20240108,OL_000040,CUST_A,P11,5,410.0,403.4,2017.0,33.0,0.02,,,,,0,2024-01-08,5.221433769472069,0.0
ORD_CUST_A_20240108,OL_000041,CUST_A,P12,6,260.0,248.57,1491.42,68.58,0.02,,,,,0,2024-01-08,6.17044216190934,0.0
ORD_CUST_A_20240108,OL_000042,CUST_A,P13,2,890.0,874.51,1749.02,30.98,0.02,,,,,0,2024-01-08,1.9508226202382797,0.0
ORD_CUST_A_20240108,OL_000043,CUST_A,P14,4,610.0,608.65,2434.6,5.4,0.02,,,,,0,2024-01-08,3.545420656241179,0.0
ORD_CUST_A_20240108,OL_000044,CUST_A,P2,9,165.0,156.78,1411.02,73.98,0.02,,,,,0,2024-01-08,9.08895385165067,0.0
ORD_CUST_A_20240108,OL_000045,CUST_A,P3,7,420.0,410.47,2873.29,66.71,0.02,,,,,0,2024-01-08,7.4525226968293,0.0
ORD_CUST_A_20240108,OL_000046,CUST_A,P4,5,210.0,202.01,1010.05,39.95,0.02,,,,,0,2024-01-08,5.095301045399003,0.0
ORD_CUST_A_20240108,OL_000047,CUST_A,P5,3,980.0,980.12,2940.36,-0.36,0.02,,,,,0,2024-01-08,3.3040336867084266,0.0
ORD_CUST_A_20240108,OL_000048,CUST_A,P6,2,760.0,729.65,1459.3,60.7,0.02,,,,,0,2024-01-08,2.1394888827566514,0.0
ORD_CUST_A_20240108,OL_000049,CUST_A,P7,1,640.0,625.79,625.79,14.21,0.02,,,,,0,2024-01-08,1.42930775961904,0.0
ORD_CUST_A_20240108,OL_000050,CUST_A,P8,5,530.0,531.57,2657.8500000000004,-7.85,0.02,,,,,0,2024-01-08,5.399672555610756,0.0
ORD_CUST_A_20240108,OL_000051,CUST_A,P9,5,195.0,191.87,959.35,15.65,0.02,,,,,0,2024-01-08,5.4525084930584935,0.0
ORD_CUST_C_20240108,OL_000052,CUST_C,P10,2,350.0,341.96,683.92,16.08,0.02,,,,,0,2024-01-08,1.666025391935194,0.0
ORD_CUST_C_20240108,OL_000053,CUST_C,P14,1,610.0,602.45,602.45,7.55,0.02,,,,,0,2024-01-08,1.452765664369499,0.0
ORD_CUST_C_20240108,OL_000054,CUST_C,P2,3,165.0,163.45,490.34999999999997,4.65,0.02,,,,,0,2024-01-08,3.162317000879286,0.0
ORD_CUST_C_20240108,OL_000055,CUST_C,P3,4,420.0,419.22,1676.88,3.12,0.02,,,,,0,2024-01-08,3.831062492849014,0.0
ORD_CUST_C_20240108,OL_000056,CUST_C,P4,3,210.0,208.79,626.37,3.63,0.02,,,,,0,2024-01-08,2.8879586768704915,0.0
ORD_CUST_C_20240108,OL_000057,CUST_C,P9,3,195.0,187.36,562.08,22.92,0.02,,,,,0,2024-01-08,3.306379633675615,0.0
ORD_CUST_A_20240115,OL_000058,CUST_A,P1,11,180.0,177.03,1947.33,32.67,0.02,,,,,0,2024-01-15,10.968204855472834,0.0
ORD_CUST_A_20240115,OL_000059,CUST_A,P10,2,350.0,337.46,674.92,25.08,0.02,,,,,0,2024-01-15,1.8910909685744288,0.0
ORD_CUST_A_20240115,OL_000060,CUST_A,P11,5,410.0,407.51,2037.55,12.45,0.02,,,,,0,2024-01-15,5.476890382434204,0.0
ORD_CUST_A_20240115,OL_000061,CUST_A,P12,6,260.0,254.73,1528.3799999999999,31.62,0.02,,,,,0,2024-01-15,6.409355106607843,0.0
ORD_CUST_A_20240115,OL_000062,CUST_A,P13,2,890.0,876.1,1752.2,27.8,0.02,,,,,0,2024-01-15,1.8884773320417962,0.0
ORD_CUST_A_20240115,OL_000063,CUST_A,P14,3,610.0,594.31,1782.9299999999998,47.07,0.02,,,,,0,2024-01-15,3.4208456155427793,0.0
ORD_CUST_A_20240115,OL_000064,CUST_A,P2,9,165.0,163.67,1473.03,11.97,0.02,,,,,0,2024-01-15,9.095749290451474,0.0
ORD_CUST_A_20240115,OL_000065,CUST_A,P3,7,420.0,411.6,2881.2000000000003,58.8,0.02,,,,,0,2024-01-15,7.294853989310318,0.0
ORD_CUST_A_20240115,OL_000066,CUST_A,P4,6,210.0,210.06,1260.3600000000001,-0.36,0.02,,,,,0,2024-01-15,5.560192235493588,0.0
ORD_CUST_A_20240115,OL_000067,CUST_A,P5,3,980.0,953.66,2860.98,79.02,0.02,,,,,0,2024-01-15,3.4114038310034247,0.0
ORD_CUST_A_20240115,OL_000068,CUST_A,P6,2,760.0,749.04,1498.08,21.92,0.02,,,,,0,2024-01-15,2.1845442894218317,0.0
ORD_CUST_A_20240115,OL_000069,CUST_A,P7,1,640.0,638.1,638.1,1.9,0.02,,,,,0,2024-01-15,1.445271532963592,0.0
ORD_CUST_A_20240115,OL_000070,CUST_A,P8,6,530.0,518.4,3110.3999999999996,69.6,0.02,,,,,0,2024-01-15,5.545011702966706,0.0
ORD_CUST_A_20240115,OL_000071,CUST_A,P9,5,195.0,192.32,961.5999999999999,13.4,0.02,,,,,0,2024-01-15,4.900691484064933,0.0
ORD_CUST_B_20240115,OL_000072,CUST_B,P1,10,180.0,180.66,1806.6,-6.6,0.02,,,,,0,2024-01-15,9.941990710637047,0.0
ORD_CUST_B_20240115,OL_000073,CUST_B,P11,5,410.0,400.39,2001.9499999999998,48.05,0.02,,,,,0,2024-01-15,5.065966588122145,0.0
ORD_CUST_B_20240115,OL_000074,CUST_B,P12,6,260.0,252.93,1517.58,42.42,0.02,,,,,0,2024-01-15,5.973447289182516,0.0
ORD_CUST_B_20240115,OL_000075,CUST_B,P13,2,890.0,871.68,1743.36,36.64,0.02,,,,,0,2024-01-15,1.5103627031095535,0.0
ORD_CUST_B_20240115,OL_000076,CUST_B,P14,2,610.0,606.91,1213.82,6.18,0.02,,,,,0,2024-01-15,2.3521563657540456,0.0
ORD_CUST_B_20240115,OL_000077,CUST_B,P2,9,165.0,159.3,1433.7,51.3,0.02,,,,,0,2024-01-15,8.609977940036417,0.0
ORD_CUST_B_20240115,OL_000078,CUST_B,P3,6,420.0,420.0,2520.0,0.0,0.02,,,,,0,2024-01-15,6.135804566651133,0.0
ORD_CUST_B_20240115,OL_000079,CUST_B,P4,4,210.0,210.58,842.32,-2.32,0.02,,,,,0,2024-01-15,4.1355349975344735,0.0
ORD_CUST_B_20240115,OL_000080,CUST_B,P5,3,980.0,974.06,2922.18,17.82,0.02,,,,,0,2024-01-15,2.555553172476571,0.0
ORD_CUST_B_20240115,OL_000081,CUST_B,P6,2,760.0,758.07,1516.14,3.86,0.02,,,,,0,2024-01-15,1.8919073411368479,0.0
ORD_CUST_B_20240115,OL_000082,CUST_B,P8,5,530.0,510.18,2550.9,99.1,0.02,,,,,0,2024-01-15,4.863984121315308,0.0
ORD_CUST_B_20240115,OL_000083,CUST_B,P9,5,195.0,185.77,928.85,46.15,0.02,,,,,0,2024-01-15,4.741143008727515,0.0
ORD_CUST_C_20240115,OL_000084,CUST_C,P10,2,350.0,352.16,704.32,-4.32,0.02,,,,,0,2024-01-15,1.6117974496567173,0.0
ORD_CUST_C_20240115,OL_000085,CUST_C,P14,1,610.0,610.99,610.99,-0.99,0.02,,,,,0,2024-01-15,1.4710734492169506,0.0
ORD_CUST_C_20240115,OL_000086,CUST_C,P2,3,165.0,162.95,488.84999999999997,6.15,0.02,,,,,0,2024-01-15,2.917214741223048,0.0
ORD_CUST_C_20240115,OL_000087,CUST_C,P3,4,420.0,408.49,1633.96,46.04,0.02,,,,,0,2024-01-15,3.9766829891247264,0.0
ORD_CUST_C_20240115,OL_000088,CUST_C,P4,3,210.0,203.96,611.88,18.12,0.02,,,,,0,2024-01-15,2.9194538940675336,0.0
ORD_CUST_C_20240115,OL_000089,CUST_C,P9,3,195.0,187.67,563.01,21.99,0.02,,,,,0,2024-01-15,3.168139711789915,0.0
ORD_CUST_E_20240115,OL_000090,CUST_E,P1,4,180.0,178.13,712.52,7.48,0.02,,,,,0,2024-01-15,3.5588459600744224,0.0
ORD_CUST_E_20240115,OL_000091,CUST_E,P10,1,350.0,342.58,342.58,7.42,0.02,,,,,0,2024-01-15,1.076961021150324,0.0
ORD_CUST_E_20240115,OL_000092,CUST_E,P14,2,610.0,601.67,1203.34,16.66,0.02,,,,,0,2024-01-15,1.742661100662686,0.0
ORD_CUST_E_20240115,OL_000093,CUST_E,P4,3,210.0,206.0,618.0,12.0,0.02,,,,,0,2024-01-15,3.13858559705536,0.0
ORD_CUST_E_20240115,OL_000094,CUST_E,P8,2,530.0,514.59,1029.18,30.82,0.02,,,,,0,2024-01-15,2.358036975750486,0.0
ORD_CUST_A_20240122,OL_000095,CUST_A,P1,11,180.0,172.38,1896.1799999999998,83.82,0.02,,,,,0,2024-01-22,10.52058076788423,0.0
ORD_CUST_A_20240122,OL_000096,CUST_A,P10,2,350.0,352.32,704.64,-4.64,0.02,,,,,0,2024-01-22,2.018980458179918,0.0
ORD_CUST_A_20240122,OL_000097,CUST_A,P11,6,410.0,391.93,2351.58,108.42,0.02,,,,,0,2024-01-22,5.534592313814248,0.0
ORD_CUST_A_20240122,OL_000098,CUST_A,P12,6,260.0,254.57,1527.42,32.58,0.02,,,,,0,2024-01-22,6.331086169014518,0.0
ORD_CUST_A_20240122,OL_000099,CUST_A,P13,2,890.0,850.85,1701.7,78.3,0.02,,,,,0,2024-01-22,1.8619114097546414,0.0
ORD_CUST_A_20240122,OL_000100,CUST_A,P14,3,610.0,592.31,1776.9299999999998,53.07,0.02,,,,,0,2024-01-22,3.480345699445368,0.0
ORD_CUST_A_20240122,OL_000101,CUST_A,P2,9,165.0,160.94,1448.46,36.54,0.02,,,,,0,2024-01-22,8.550485500015562,0.0
ORD_CUST_A_20240122,OL_000102,CUST_A,P3,7,420.0,402.25,2815.75,124.25,0.02,,,,,0,2024-01-22,7.351113789286034,0.0
ORD_CUST_A_20240122,OL_000103,CUST_A,P4,5,210.0,203.18,1015.9000000000001,34.1,0.02,,,,,0,2024-01-22,5.078450439770721,0.0
ORD_CUST_A_20240122,OL_000104,CUST_A,P5,3,980.0,952.06,2856.18,83.82,0.02,,,,,0,2024-01-22,3.3633660211336105,0.0
ORD_CUST_A_20240122,OL_000105,CUST_A,P6,2,760.0,734.67,1469.34,50.66,0.02,,,,,0,2024-01-22,2.148565357241455,0.0
ORD_CUST_A_20240122,OL_000106,CUST_A,P7,1,640.0,620.97,620.97,19.03,0.02,,,,,0,2024-01-22,1.4278968354402024,0.0
ORD_CUST_A_20240122,OL_000107,CUST_A,P8,5,530.0,527.46,2637.3,12.7,0.02,,,,,0,2024-01-22,5.433889060506565,0.0
ORD_CUST_A_20240122,OL_000108,CUST_A,P9,5,195.0,189.59,947.95,27.05,0.02,,,,,0,2024-01-22,5.1624789812994285,0.0
ORD_CUST_C_20240122,OL_000109,CUST_C,P10,2,350.0,343.77,687.54,12.46,0.02,,,,,0,2024-01-22,1.6778550961661287,0.0
ORD_CUST_C_20240122,OL_000110,CUST_C,P14,2,610.0,588.15,1176.3,43.7,0.02,,,,,0,2024-01-22,1.5217941857759223,0.0
ORD_CUST_C_20240122,OL_000111,CUST_C,P2,3,165.0,164.4,493.20000000000005,1.8,0.02,,,,,0,2024-01-22,2.9059082635520266,0.0
ORD_CUST_C_20240122,OL_000112,CUST_C,P3,4,420.0,412.55,1650.2,29.8,0.02,,,,,0,2024-01-22,3.8262590388275544,0.0
ORD_CUST_C_20240122,OL_000113,CUST_C,P4,3,210.0,201.45,604.3499999999999,25.65,0.02,,,,,0,2024-01-22,2.97970574147718,0.0
ORD_CUST_C_20240122,OL_000114,CUST_C,P9,3,195.0,191.14,573.42,11.58,0.02,,,,,0,2024-01-22,3.3021354704944335,0.0
ORD_CUST_A_20240129,OL_000115,CUST_A,P1,10,180.0,176.72,1767.2,32.8,0.02,,,,,0,2024-01-29,10.415226893855465,0.0
ORD_CUST_A_20240129,OL_000116,CUST_A,P10,2,350.0,345.81,691.62,8.38,0.02,,,,,0,2024-01-29,1.9178132080086825,0.0
ORD_CUST_A_20240129,OL_000117,CUST_A,P11,6,410.0,409.44,2456.64,3.36,0.02,,,,,0,2024-01-29,5.530334234259222,0.0
ORD_CUST_A_20240129,OL_000118,CUST_A,P12,6,260.0,256.05,1536.3000000000002,23.7,0.02,,,,,0,2024-01-29,6.404607673169379,0.0
ORD_CUST_A_20240129,OL_000119,CUST_A,P13,2,890.0,889.01,1778.02,1.98,0.02,,,,,0,2024-01-29,1.9106318243627627,0.0
ORD_CUST_A_20240129,OL_000120,CUST_A,P14,4,610.0,586.33,2345.32,94.68,0.02,,,,,0,2024-01-29,3.500020682940554,0.0
ORD_CUST_A_20240129,OL_000121,CUST_A,P2,9,165.0,161.93,1457.3700000000001,27.63,0.02,,,,,0,2024-01-29,8.816563445272406,0.0
ORD_CUST_A_20240129,OL_000122,CUST_A,P3,7,420.0,407.46,2852.22,87.78,0.02,,,,,0,2024-01-29,7.138836070009333,0.0
